order_number,timestamp,filename
JP189B0LJJ00,2020-05-17 10:21:37.629926,MVNCGT-0733-JP189B0LJJ00AB_orig.step
JP189BSGW300,2020-05-17 10:21:37.884229,MVNCGT-0771-JP189BSGW300AA_orig.igs
JP189BR7GM00,2020-05-17 10:21:39.033277,MVNCGT-0748-JP189BR7GM00AA_orig.stp
JP189B00DK00,2020-05-17 10:21:39.378648,MVNCGT-0827-JP189B00DK00AB_orig.SLDPRT
JP189B1YH700,2020-05-17 10:21:39.653299,MVNCGT-0747-JP189B1YH700AA_orig.STEP
JP189B6S2L00,2020-05-17 10:21:39.965293,MVNCGT-0816-JP189B6S2L00AB_orig.SLDPRT
JP189B8GUL00,2020-05-17 10:21:40.202190,MVNCGT-0749-JP189B8GUL00AB_orig.STEP
JP189BK3ZU00,2020-05-17 10:21:40.684829,MVNCGT-0796-JP189BK3ZU00AB_orig.ipt
JP189BW38Z00,2020-05-17 10:21:41.099482,MVNCGT-0913-JP189BW38Z00AB_orig.ipt
JP189B4GBU00,2020-05-17 10:21:41.343680,MVNCGT-0806-JP189B4GBU00AA_orig.stp
JP189BF21B00,2020-05-17 10:21:41.603892,MVNCGT-0805-JP189BF21B00AA_orig.stp
JP189CFR9L00,2020-05-17 10:21:41.853458,MVNCGT-0928-JP189CFR9L00AA_orig.stp
JP189B8ME900,2020-05-17 10:21:45.669547,MVNCGT-0843-JP189B8ME900AB_orig.stp
JP189B46CC00,2020-05-17 10:21:47.036504,MVNCGT-0808-JP189B46CC00AA_orig.IGS
JP189BUDPP00,2020-05-17 10:21:47.361362,MVNCGT-0840-JP189BUDPP00AB_orig.SLDPRT
JP189BSHH100,2020-05-17 10:21:47.763327,MVNCGT-0779-JP189BSHH100AB_orig.step
JP189BPX0100,2020-05-17 10:21:48.072905,MVNCGT-0862-JP189BPX0100AA_orig.SLDPRT
JP189BC59E00,2020-05-17 10:21:49.130291,MVNCGT-0803-JP189BC59E00AB_orig.SLDPRT
JP189B98AD00,2020-05-17 10:21:49.407748,MVNCGT-0763-JP189B98AD00AA_orig.ipt
JP189BKAU900,2020-05-17 10:21:49.670939,MVNCGT-0802-JP189BKAU900AB_orig.SLDPRT
JP189B5Z4U00,2020-05-17 10:21:50.172537,MVNCGT-0717-JP189B5Z4U00AB_orig.igs
JP189B9UGM00,2020-05-17 10:21:50.467105,MVNCGT-0718-JP189B9UGM00AB_orig.igs
JP189BPXKB00,2020-05-17 10:21:50.696307,MVNCGT-0758-JP189BPXKB00AB_orig.x_t
JP189BJSHG00,2020-05-17 10:21:50.894111,MVNCGT-0819-JP189BJSHG00AB_orig.X_T
JP189B6CCZ00,2020-05-17 10:21:51.198442,MVNCGT-0766-JP189B6CCZ00AA_orig.igs
JP189BZT6W00,2020-05-17 10:21:51.683687,MVNCGT-0729-JP189BZT6W00AB_orig.igs
JP189CLKEG00,2020-05-17 10:21:52.014579,MVNCGT-0927-JP189CLKEG00AB_orig.SLDPRT
JP189CZ4BH00,2020-05-17 10:21:52.294461,MVNCGT-0932-JP189CZ4BH00AA_orig.SLDPRT
JP189CWTKT00,2020-05-17 10:21:52.619136,MVNCGT-0926-JP189CWTKT00AB_orig.SLDPRT
JP189CU74900,2020-05-17 10:21:52.904122,MVNCGT-0934-JP189CU74900AA_orig.SLDPRT
JP189CT9X000,2020-05-17 10:21:53.257657,MVNCGT-0925-JP189CT9X000AB_orig.sldprt
JP189CPE9800,2020-05-17 10:21:53.548763,MVNCGT-0933-JP189CPE9800AA_orig.sldprt
JP189BE06F00,2020-05-17 10:21:53.810965,MVNCGT-0909-JP189BE06F00AA_orig.stp
JP189BE06F01,2020-05-17 10:21:54.023291,MVNCGT-0909-JP189BE06F01AA_orig.stp
JP189B9LBU00,2020-05-17 10:21:54.264861,MVNCGT-0910-JP189B9LBU00AB_orig.stp
JP189BCGPC00,2020-05-17 10:21:54.537502,MVNCGT-0836-JP189BCGPC00AA_orig.SLDPRT
JP189BMY0200,2020-05-17 10:21:54.792592,MVNCGT-0891-JP189BMY0200AB_orig.SLDPRT
JP189BP4JX00,2020-05-17 10:21:55.172102,MVNCGT-0893-JP189BP4JX00AA_orig.SLDPRT
JP189B91AU00,2020-05-17 10:21:55.503074,MVNCGT-0832-JP189B91AU00AB_orig.step
JP189B2D2K00,2020-05-17 10:21:55.890832,MVNCGT-0815-JP189B2D2K00AA_orig.igs
JP189B4TSL00,2020-05-17 10:21:56.303965,MVNCGT-0795-JP189B4TSL00AB_orig.SLDPRT
JP189BMPK700,2020-05-17 10:21:56.712231,MVNCGT-0873-JP189BMPK700AB_orig.sldprt
JP189BW1D200,2020-05-17 10:21:56.943834,MVNCGT-0888-JP189BW1D200AA_orig.step
JP189BHN2000,2020-05-17 10:21:57.191591,MVNCGT-0886-JP189BHN2000AA_orig.step
JP189BB19800,2020-05-17 10:21:57.417851,MVNCGT-0884-JP189BB19800AA_orig.step
JP189BLLYU00,2020-05-17 10:21:57.632667,MVNCGT-0887-JP189BLLYU00AA_orig.step
JP189BE39900,2020-05-17 10:21:57.869712,MVNCGT-0889-JP189BE39900AA_orig.step
JP189BT5SB00,2020-05-17 10:21:58.200840,MVNCGT-0885-JP189BT5SB00AB_orig.step
JP189BMGMW00,2020-05-17 10:21:58.441815,MVNCGT-0731-JP189BMGMW00AA_orig.stp
JP189BFP0700,2020-05-17 10:21:58.658681,MVNCGT-0764-JP189BFP0700AB_orig.xmt_txt
JP189CHWKN00,2020-05-17 10:21:58.893800,MVNCGT-0936-JP189CHWKN00AB_orig.SLDPRT
JP189BFPAW00,2020-05-17 10:21:59.881367,MVNCGT-0813-JP189BFPAW00AB_orig.STEP
JP189BFPAW01,2020-05-17 10:22:01.422793,MVNCGT-0813-JP189BFPAW01AA_orig.STEP
JP189BC24300,2020-05-17 10:22:01.833786,MVNCGT-0812-JP189BC24300AB_orig.stp
JP189BC24301,2020-05-17 10:22:02.190080,MVNCGT-0812-JP189BC24301AA_orig.stp
JP189BC24302,2020-05-17 10:22:02.632471,MVNCGT-0812-JP189BC24302AA_orig.stp
JP189BC24303,2020-05-17 10:22:03.159949,MVNCGT-0812-JP189BC24303AA_orig.stp
JP189BHGL900,2020-05-17 10:22:04.224536,MVNCGT-0817-JP189BHGL900AA_orig.x_b
JP189BR3K300,2020-05-17 10:22:04.531283,MVNCGT-0757-JP189BR3K300AB_orig.SLDPRT
JP189BPRM000,2020-05-17 10:22:04.825183,MVNCGT-0894-JP189BPRM000AB_orig.x_t
JP189BZ0KN00,2020-05-17 10:22:05.106297,MVNCGT-0906-JP189BZ0KN00AA_orig.stp
JP189B021200,2020-05-17 10:22:05.379142,MVNCGT-0823-JP189B021200AC_orig.stp
JP189BCLF000,2020-05-17 10:22:05.692189,MVNCGT-0824-JP189BCLF000AB_orig.SLDPRT
JP189BU99700,2020-05-17 10:22:05.996221,MVNCGT-0726-JP189BU99700AB_orig.SLDPRT
JP189B4U0200,2020-05-17 10:22:06.467671,MVNCGT-0727-JP189B4U0200AB_orig.SLDPRT
JP189B4T7800,2020-05-17 10:22:06.748116,MVNCGT-0728-JP189B4T7800AB_orig.SLDPRT
JP189B3FFN00,2020-05-17 10:22:07.102946,MVNCGT-0846-JP189B3FFN00AB_orig.SLDPRT
JP189BZT3C00,2020-05-17 10:22:08.382384,MVNCGT-0783-JP189BZT3C00AB_orig.stp
JP189CAPXY00,2020-05-17 10:22:08.619424,MVNCGT-0914-JP189CAPXY00AC_orig.stp
JP189BN0S000,2020-05-17 10:22:08.882964,MVNCGT-0842-JP189BN0S000AA_orig.stp
JP189BHHJS00,2020-05-17 10:22:09.534843,MVNCGT-0811-JP189BHHJS00AB_orig.step
JP189BS22F00,2020-05-17 10:22:10.038011,MVNCGT-0826-JP189BS22F00AA_orig.ipt
JP189BEEF200,2020-05-17 10:22:10.478823,MVNCGT-0765-JP189BEEF200AB_orig.SLDPRT
JP189B12EA00,2020-05-17 10:22:10.866892,MVNCGT-0767-JP189B12EA00AB_orig.SLDPRT
JP189B9CSL00,2020-05-17 10:22:11.278031,MVNCGT-0863-JP189B9CSL00AB_orig.STEP
JP189B2AD300,2020-05-17 10:22:11.651740,MVNCGT-0732-JP189B2AD300AA_orig.SLDPRT
JP189B7N4K00,2020-05-17 10:22:11.964141,MVNCGT-0879-JP189B7N4K00AA_orig.igs
JP189BN40X00,2020-05-17 10:22:12.249833,MVNCGT-0859-JP189BN40X00AB_orig.igs
JP189BG1JT00,2020-05-17 10:22:12.483501,MVNCGT-0789-JP189BG1JT00AB_orig.stp
JP189BG1JT01,2020-05-17 10:22:12.668419,MVNCGT-0789-JP189BG1JT01AA_orig.stp
JP189BL6BW00,2020-05-17 10:22:14.984649,MVNCGT-0854-JP189BL6BW00AA_orig.step
JP189BL6BW01,2020-05-17 10:22:17.436899,MVNCGT-0854-JP189BL6BW01AA_orig.step
JP189BL6BW02,2020-05-17 10:22:19.514998,MVNCGT-0854-JP189BL6BW02AA_orig.step
JP189BL6BW03,2020-05-17 10:22:21.407112,MVNCGT-0854-JP189BL6BW03AA_orig.step
JP189BL6BW04,2020-05-17 10:22:23.307757,MVNCGT-0854-JP189BL6BW04AA_orig.step
JP189BL6BW05,2020-05-17 10:22:24.823818,MVNCGT-0854-JP189BL6BW05AA_orig.step
JP189BL6BW06,2020-05-17 10:22:26.246404,MVNCGT-0854-JP189BL6BW06AA_orig.step
JP189BL6BW07,2020-05-17 10:22:28.343713,MVNCGT-0854-JP189BL6BW07AA_orig.step
JP189BDF6800,2020-05-17 10:22:28.894745,MVNCGT-0855-JP189BDF6800AA_orig.step
JP189BY9SE00,2020-05-17 10:22:29.133685,MVNCGT-0856-JP189BY9SE00AA_orig.step
JP189BEUM600,2020-05-17 10:22:29.801857,MVNCGT-0825-JP189BEUM600AA_orig.x_b
JP189B3L0200,2020-05-17 10:22:30.128019,MVNCGT-0810-JP189B3L0200AA_orig.stp
JP189B0F9F00,2020-05-17 10:22:30.392849,MVNCGT-0720-JP189B0F9F00AB_orig.step
JP189BFEUW00,2020-05-17 10:22:30.677607,MVNCGT-0722-JP189BFEUW00AB_orig.step
JP189B3M3F00,2020-05-17 10:22:30.959072,MVNCGT-0848-JP189B3M3F00AB_orig.stp
JP189BWWGD00,2020-05-17 10:22:31.222263,MVNCGT-0780-JP189BWWGD00AA_orig.x_t
JP189BR9HX00,2020-05-17 10:22:31.536796,MVNCGT-0756-JP189BR9HX00AB_orig.SLDPRT
JP189BSX8000,2020-05-17 10:22:31.845165,MVNCGT-0851-JP189BSX8000AB_orig.xmt_txt
JP189BLF7B00,2020-05-17 10:22:32.102722,MVNCGT-0737-JP189BLF7B00AB_orig.SLDPRT
JP189BGEK100,2020-05-17 10:22:32.402577,MVNCGT-0841-JP189BGEK100AB_orig.prt
JP189BJ5CG00,2020-05-17 10:22:32.624220,MVNCGT-0838-JP189BJ5CG00AB_orig.SLDPRT
JP189CNULH00,2020-05-17 10:22:32.852664,MVNCGT-0931-JP189CNULH00AA_orig.STEP
JP189CJW5S00,2020-05-17 10:22:33.083628,MVNCGT-0935-JP189CJW5S00AB_orig.STEP
JP189B3D8L00,2020-05-17 10:22:33.347696,MVNCGT-0759-JP189B3D8L00AB_orig.CATPart
JP189BSMRN00,2020-05-17 10:22:33.888083,MVNCGT-0866-JP189BSMRN00AB_orig.igs
JP189B74ZN00,2020-05-17 10:22:34.214733,MVNCGT-0761-JP189B74ZN00AB_orig.igs
JP189BR7ED00,2020-05-17 10:22:34.438211,MVNCGT-0837-JP189BR7ED00AB_orig.step
JP189B0UPG00,2020-05-17 10:22:34.665563,MVNCGT-0833-JP189B0UPG00AB_orig.step
JP189B16ZK00,2020-05-17 10:22:34.921500,MVNCGT-0872-JP189B16ZK00AB_orig.step
JP189B2X6600,2020-05-17 10:22:35.251374,MVNCGT-0881-JP189B2X6600AA_orig.step
JP189B4R7500,2020-05-17 10:22:35.512861,MVNCGT-0883-JP189B4R7500AC_orig.step
JP189C345N00,2020-05-17 10:22:35.806337,MVNCGT-0924-JP189C345N00AA_orig.SLDPRT
JP189C5TD900,2020-05-17 10:22:36.061380,MVNCGT-0923-JP189C5TD900AB_orig.SLDPRT
JP189C1FG700,2020-05-17 10:22:36.316343,MVNCGT-0922-JP189C1FG700AB_orig.SLDPRT
JP189C97GY00,2020-05-17 10:22:36.587455,MVNCGT-0921-JP189C97GY00AB_orig.SLDPRT
JP189BY2TH00,2020-05-17 10:22:36.933242,MVNCGT-0768-JP189BY2TH00AB_orig.x_t
JP189BMGP500,2020-05-17 10:22:37.304128,MVNCGT-0744-JP189BMGP500AB_orig.x_t
JP189BXEY700,2020-05-17 10:22:37.909991,MVNCGT-0736-JP189BXEY700AB_orig.igs
JP189B21SK00,2020-05-17 10:22:38.234558,MVNCGT-0752-JP189B21SK00AB_orig.ipt
JP189BY4UF00,2020-05-17 10:22:38.473510,MVNCGT-0829-JP189BY4UF00AB_orig.stp
JP189BWKPZ00,2020-05-17 10:22:38.746013,MVNCGT-0734-JP189BWKPZ00AB_orig.STEP
JP189B3JUY00,2020-05-17 10:22:39.017963,MVNCGT-0784-JP189B3JUY00AA_orig.sat
JP189B8T8200,2020-05-17 10:22:39.504981,MVNCGT-0751-JP189B8T8200AB_orig.SLDPRT
JP189BDBTS00,2020-05-17 10:22:39.783635,MVNCGT-0770-JP189BDBTS00AA_orig.ipt
JP189CU0HD00,2020-05-17 10:22:40.091304,MVNCGT-0919-JP189CU0HD00AB_orig.ipt
JP189CK2P600,2020-05-17 10:22:40.354148,MVNCGT-0917-JP189CK2P600AA_orig.ipt
JP189B4R0G00,2020-05-17 10:22:40.627128,MVNCGT-0741-JP189B4R0G00AB_orig.sat
JP189BX25100,2020-05-17 10:22:40.918826,MVNCGT-0745-JP189BX25100AB_orig.sat
JP189BBU6E00,2020-05-17 10:22:41.384102,MVNCGT-0782-JP189BBU6E00AB_orig.ipt
JP189B5SH600,2020-05-17 10:22:44.853099,MVNCGT-0742-JP189B5SH600AB_orig.step
JP189B2FAC00,2020-05-17 10:22:45.151930,MVNCGT-0853-JP189B2FAC00AB_orig.SLDPRT
JP189B22F400,2020-05-17 10:22:45.414986,MVNCGT-0852-JP189B22F400AB_orig.SLDPRT
JP189B746P00,2020-05-17 10:22:45.744967,MVNCGT-0790-JP189B746P00AB_orig.SLDPRT
JP189BLUEN00,2020-05-17 10:22:46.105036,MVNCGT-0800-JP189BLUEN00AA_orig.STEP
JP189BF2FF00,2020-05-17 10:22:46.310111,MVNCGT-0892-JP189BF2FF00AB_orig.X_T
JP189BNFG400,2020-05-17 10:22:46.700099,MVNCGT-0750-JP189BNFG400AA_orig.SLDPRT
JP189B8Y7N00,2020-05-17 10:22:47.176795,MVNCGT-0735-JP189B8Y7N00AC_orig.CATPart
JP189BP4W800,2020-05-17 10:22:47.549503,MVNCGT-0850-JP189BP4W800AB_orig.SLDPRT
JP189BA8RJ00,2020-05-17 10:22:47.851280,MVNCGT-0877-JP189BA8RJ00AB_orig.SLDPRT
JP189BFN9S00,2020-05-17 10:22:48.378256,MVNCGT-0907-JP189BFN9S00AB_orig.sldprt
JP189BGSAW00,2020-05-17 10:22:48.686968,MVNCGT-0908-JP189BGSAW00AB_orig.sldprt
JP189BUXP800,2020-05-17 10:22:48.930424,MVNCGT-0781-JP189BUXP800AB_orig.step
JP189BSYBW00,2020-05-17 10:22:49.144647,MVNCGT-0834-JP189BSYBW00AB_orig.step
JP189B75JD00,2020-05-17 10:22:49.391433,MVNCGT-0835-JP189B75JD00AB_orig.step
JP189BPH9W00,2020-05-17 10:22:49.658101,MVNCGT-0830-JP189BPH9W00AA_orig.ipt
JP189B9DMA00,2020-05-17 10:22:49.940782,MVNCGT-0797-JP189B9DMA00AB_orig.ipt
JP189B2L3P00,2020-05-17 10:22:50.150988,MVNCGT-0857-JP189B2L3P00AB_orig.stp
JP189BY73J00,2020-05-17 10:22:50.592820,MVNCGT-0876-JP189BY73J00AB_orig.SLDPRT
JP189BZHDB00,2020-05-17 10:22:50.898074,MVNCGT-0880-JP189BZHDB00AA_orig.x_t
JP189BZHDB01,2020-05-17 10:22:51.201236,MVNCGT-0880-JP189BZHDB01AA_orig.x_t
JP189BZHDB02,2020-05-17 10:22:51.463257,MVNCGT-0880-JP189BZHDB02AA_orig.x_t
JP189BZHDB03,2020-05-17 10:22:51.726456,MVNCGT-0880-JP189BZHDB03AA_orig.x_t
JP189BZHDB04,2020-05-17 10:22:51.995524,MVNCGT-0880-JP189BZHDB04AA_orig.x_t
JP189BZHDB05,2020-05-17 10:22:52.265827,MVNCGT-0880-JP189BZHDB05AA_orig.x_t
JP189BZHDB06,2020-05-17 10:22:52.539020,MVNCGT-0880-JP189BZHDB06AA_orig.x_t
JP189BZHDB07,2020-05-17 10:22:52.808267,MVNCGT-0880-JP189BZHDB07AA_orig.x_t
JP189BZHDB08,2020-05-17 10:22:53.071977,MVNCGT-0880-JP189BZHDB08AA_orig.x_t
JP189BZHDB09,2020-05-17 10:22:53.337326,MVNCGT-0880-JP189BZHDB09AA_orig.x_t
JP189BZHDB0A,2020-05-17 10:22:53.592993,MVNCGT-0880-JP189BZHDB0AAA_orig.x_t
JP189BZHDB0B,2020-05-17 10:22:53.854611,MVNCGT-0880-JP189BZHDB0BAA_orig.x_t
JP189BZHDB0C,2020-05-17 10:22:54.116847,MVNCGT-0880-JP189BZHDB0CAA_orig.x_t
JP189BZHDB0D,2020-05-17 10:22:54.384553,MVNCGT-0880-JP189BZHDB0DAA_orig.x_t
JP189BZHDB0E,2020-05-17 10:22:54.632678,MVNCGT-0880-JP189BZHDB0EAA_orig.x_t
JP189BZHDB0F,2020-05-17 10:22:54.899145,MVNCGT-0880-JP189BZHDB0FAA_orig.x_t
JP189BZHDB0G,2020-05-17 10:22:55.150946,MVNCGT-0880-JP189BZHDB0GAA_orig.x_t
JP189BZHDB0H,2020-05-17 10:22:55.399527,MVNCGT-0880-JP189BZHDB0HAA_orig.x_t
JP189BZHDB0J,2020-05-17 10:22:55.647956,MVNCGT-0880-JP189BZHDB0JAA_orig.x_t
JP189BZHDB0K,2020-05-17 10:22:55.898609,MVNCGT-0880-JP189BZHDB0KAA_orig.x_t
JP189BZHDB0L,2020-05-17 10:22:56.165588,MVNCGT-0880-JP189BZHDB0LAA_orig.x_t
JP189BZHDB0M,2020-05-17 10:22:56.423363,MVNCGT-0880-JP189BZHDB0MAA_orig.x_t
JP189BZHDB0N,2020-05-17 10:22:56.674310,MVNCGT-0880-JP189BZHDB0NAA_orig.x_t
JP189BZHDB0P,2020-05-17 10:22:56.919891,MVNCGT-0880-JP189BZHDB0PAA_orig.x_t
JP189BZHDB0R,2020-05-17 10:22:57.251155,MVNCGT-0880-JP189BZHDB0RAA_orig.x_t
JP189B1JNP00,2020-05-17 10:22:57.475127,MVNCGT-0725-JP189B1JNP00AA_orig.stp
JP189BW3H300,2020-05-17 10:22:57.738531,MVNCGT-0724-JP189BW3H300AA_orig.stp
JP189B5ZA000,2020-05-17 10:22:58.054049,MVNCGT-0777-JP189B5ZA000AB_orig.ipt
JP189BU2TF00,2020-05-17 10:22:58.373777,MVNCGT-0776-JP189BU2TF00AB_orig.ipt
JP189BLKKY00,2020-05-17 10:22:58.668702,MVNCGT-0865-JP189BLKKY00AB_orig.SLDPRT
JP189BZ60Y00,2020-05-17 10:22:58.954128,MVNCGT-0858-JP189BZ60Y00AB_orig.SLDPRT
JP189B861D00,2020-05-17 10:22:59.287895,MVNCGT-0831-JP189B861D00AB_orig.SLDPRT
JP189B9P8H00,2020-05-17 10:22:59.573719,MVNCGT-0847-JP189B9P8H00AB_orig.SLDPRT
JP189BTWH300,2020-05-17 10:22:59.854639,MVNCGT-0794-JP189BTWH300AB_orig.SLDPRT
JP189BCDET00,2020-05-17 10:23:00.149240,MVNCGT-0799-JP189BCDET00AB_orig.ipt
JP189BE46L00,2020-05-17 10:23:00.382416,MVNCGT-0911-JP189BE46L00AB_orig.STEP
JP189CC26400,2020-05-17 10:23:00.685320,MVNCGT-0915-JP189CC26400AB_orig.STEP
JP189BA95U00,2020-05-17 10:23:01.011074,MVNCGT-0912-JP189BA95U00AB_orig.STEP
JP189CSCR300,2020-05-17 10:23:01.329949,MVNCGT-0916-JP189CSCR300AB_orig.STEP
JP189BEHH600,2020-05-17 10:23:01.674078,MVNCGT-0778-JP189BEHH600AB_orig.SLDPRT
JP189BU92E00,2020-05-17 10:23:02.001415,MVNCGT-0775-JP189BU92E00AB_orig.stp
JP189BG2DM00,2020-05-17 10:23:02.246666,MVNCGT-0901-JP189BG2DM00AA_orig.x_t
JP189BW9TY00,2020-05-17 10:23:02.909973,MVNCGT-0849-JP189BW9TY00AB_orig.SLDPRT
JP189BDT3M01,2020-05-17 10:23:03.460726,MVNCGT-0844-JP189BDT3M01AA_orig.SLDPRT
JP189BNM2M00,2020-05-17 10:23:03.710431,MVNCGT-0786-JP189BNM2M00AB_orig.X_T
JP189BAY3R00,2020-05-17 10:23:04.041805,MVNCGT-0860-JP189BAY3R00AB_orig.stp
JP189BD9B600,2020-05-17 10:23:04.358750,MVNCGT-0878-JP189BD9B600AB_orig.SLDPRT
JP189BSFJS00,2020-05-17 10:23:04.803784,MVNCGT-0903-JP189BSFJS00AB_orig.SLDPRT
JP189BPL4S00,2020-05-17 10:23:05.190670,MVNCGT-0904-JP189BPL4S00AB_orig.SLDPRT
JP189B33T600,2020-05-17 10:23:05.783005,MVNCGT-0905-JP189B33T600AB_orig.SLDPRT
JP189BH19200,2020-05-17 10:23:06.112964,MVNCGT-0755-JP189BH19200AA_orig.SLDPRT
JP189BT4UA00,2020-05-17 10:23:06.413596,MVNCGT-0804-JP189BT4UA00AB_orig.stp
JP189BJ60A00,2020-05-17 10:23:06.794790,MVNCGT-0719-JP189BJ60A00AB_orig.SLDPRT
JP189BK7B300,2020-05-17 10:23:07.109009,MVNCGT-0792-JP189BK7B300AB_orig.CATPart
JP189BK0CA00,2020-05-17 10:23:07.474366,MVNCGT-0895-JP189BK0CA00AB_orig.SLDPRT
JP189BCTCG00,2020-05-17 10:23:07.801869,MVNCGT-0896-JP189BCTCG00AB_orig.SLDPRT
JP189BNJPJ00,2020-05-17 10:23:08.097080,MVNCGT-0897-JP189BNJPJ00AB_orig.SLDPRT
JP189BCTGN00,2020-05-17 10:23:08.341154,MVNCGT-0898-JP189BCTGN00AB_orig.SLDPRT
JP189BGMGH00,2020-05-17 10:23:08.659158,MVNCGT-0754-JP189BGMGH00AB_orig.stp
JP189BGMGH01,2020-05-17 10:23:08.949963,MVNCGT-0754-JP189BGMGH01AB_orig.stp
JP189BGMGH02,2020-05-17 10:23:09.218144,MVNCGT-0754-JP189BGMGH02AA_orig.stp
JP189BGMGH03,2020-05-17 10:23:09.481281,MVNCGT-0754-JP189BGMGH03AB_orig.stp
JP189BGMGH04,2020-05-17 10:23:09.777054,MVNCGT-0754-JP189BGMGH04AA_orig.stp
JP189BGMGH05,2020-05-17 10:23:10.034777,MVNCGT-0754-JP189BGMGH05AA_orig.stp
JP189BGMGH06,2020-05-17 10:23:10.285500,MVNCGT-0754-JP189BGMGH06AA_orig.stp
JP189BGMGH07,2020-05-17 10:23:10.543817,MVNCGT-0754-JP189BGMGH07AA_orig.stp
JP189BXFE300,2020-05-17 10:23:10.896809,MVNCGT-0869-JP189BXFE300AB_orig.SLDPRT
JP189BYR5J00,2020-05-17 10:23:11.210406,MVNCGT-0870-JP189BYR5J00AB_orig.SLDPRT
JP189BY4CT00,2020-05-17 10:23:11.468120,MVNCGT-0798-JP189BY4CT00AB_orig.SLDPRT
JP189BFMXR00,2020-05-17 10:23:11.754094,MVNCGT-0793-JP189BFMXR00AA_orig.SLDPRT
JP189B5XM700,2020-05-17 10:23:12.100065,MVNCGT-0864-JP189B5XM700AB_orig.SLDPRT
JP189BPEHY00,2020-05-17 10:23:12.503986,MVNCGT-0868-JP189BPEHY00AB_orig.SLDPRT
JP189BZ8WW00,2020-05-17 10:23:12.808716,MVNCGT-0871-JP189BZ8WW00AA_orig.SLDPRT
JP189BWK2200,2020-05-17 10:23:13.162291,MVNCGT-0867-JP189BWK2200AB_orig.x_t
JP189B6J2P00,2020-05-17 10:23:13.572276,MVNCGT-0740-JP189B6J2P00AB_orig.x_t
JP189BF2UC00,2020-05-17 10:23:13.963098,MVNCGT-0739-JP189BF2UC00AB_orig.x_t
JP189BHE4J00,2020-05-17 10:23:14.503557,MVNCGT-0772-JP189BHE4J00AA_orig.stp
JP189BJMJD00,2020-05-17 10:23:14.899553,MVNCGT-0874-JP189BJMJD00AB_orig.stp
JP189CL9DS00,2020-05-17 10:23:15.451343,MVNCGT-0918-JP189CL9DS00AB_orig.SLDPRT
JP189BKDDT00,2020-05-17 10:23:16.092221,MVNCGT-0814-JP189BKDDT00AB_orig.SLDPRT
JP189B166X00,2020-05-17 10:23:16.793691,MVNCGT-0769-JP189B166X00AB_orig.SLDPRT
JP189BJJ6B00,2020-05-17 10:23:17.104180,MVNCGT-0738-JP189BJJ6B00AB_orig.stp
JP189B3R5Y00,2020-05-17 10:23:17.429060,MVNCGT-0743-JP189B3R5Y00AA_orig.stp
JP189BLLSK00,2020-05-17 10:23:17.789635,MVNCGT-0902-JP189BLLSK00AA_orig.sldprt
JP189CPFFN00,2020-05-17 10:23:18.343072,MVNCGT-0965-JP189CPFFN00AB_orig.stp
JP189CDEAK00,2020-05-17 10:23:18.847303,MVNCGT-0964-JP189CDEAK00AB_orig.stp
JP189CP4BJ00,2020-05-17 10:23:19.280367,MVNCGT-0963-JP189CP4BJ00AB_orig.stp
JP189CL58000,2020-05-17 10:23:19.519909,MVNCGT-1034-JP189CL58000AB_orig.step
JP189CXFWL00,2020-05-17 10:23:19.762047,MVNCGT-1033-JP189CXFWL00AB_orig.step
JP189CGY4600,2020-05-17 10:23:20.000075,MVNCGT-1035-JP189CGY4600AB_orig.step
JP189CYJEA00,2020-05-17 10:23:20.235075,MVNCGT-1036-JP189CYJEA00AB_orig.step
JP189CCFSK00,2020-05-17 10:23:20.477317,MVNCGT-1037-JP189CCFSK00AB_orig.step
JP189CCFSK01,2020-05-17 10:23:20.716754,MVNCGT-1037-JP189CCFSK01AB_orig.step
JP189CZDX400,2020-05-17 10:23:21.263937,MVNCGT-1058-JP189CZDX400AB_orig.SLDPRT
JP189CP7U600,2020-05-17 10:23:21.700640,MVNCGT-1057-JP189CP7U600AB_orig.SLDPRT
JP189C7K8N00,2020-05-17 10:23:22.382121,MVNCGT-1054-JP189C7K8N00AA_orig.SLDPRT
JP189CWPDU00,2020-05-17 10:23:22.902206,MVNCGT-1056-JP189CWPDU00AB_orig.SLDPRT
JP189CK2GH00,2020-05-17 10:23:23.207439,MVNCGT-1087-JP189CK2GH00AB_orig.sldprt
JP189CCTPR00,2020-05-17 10:23:23.460833,MVNCGT-1086-JP189CCTPR00AB_orig.sldprt
JP189CT3CP00,2020-05-17 10:23:23.737791,MVNCGT-1083-JP189CT3CP00AB_orig.sldprt
JP189CPMNY00,2020-05-17 10:23:23.956040,MVNCGT-1084-JP189CPMNY00AB_orig.sldprt
JP189CKR0B00,2020-05-17 10:23:24.213037,MVNCGT-1085-JP189CKR0B00AB_orig.sldprt
JP189CU5Y200,2020-05-17 10:23:24.599577,MVNCGT-1092-JP189CU5Y200AB_orig.sldprt
JP189CGZSJ00,2020-05-17 10:23:24.831875,MVNCGT-1088-JP189CGZSJ00AB_orig.sldprt
JP189CN41X00,2020-05-17 10:23:25.069112,MVNCGT-1091-JP189CN41X00AB_orig.sldprt
JP189CJFJ400,2020-05-17 10:23:25.288663,MVNCGT-1090-JP189CJFJ400AB_orig.sldprt
JP189C51AZ00,2020-05-17 10:23:25.514789,MVNCGT-1089-JP189C51AZ00AB_orig.sldprt
