order_number,timestamp,filename
JLP174EM2BW000,2020-05-18 07:22:25.087668,MVNCGT-0044-JLP174EM2BW000002_orig.stp
JLP174EPDHJ000,2020-05-18 07:22:25.319185,MVNCGT-0059-JLP174EPDHJ000001_orig.x_t
JLP174E3MMR000,2020-05-18 07:22:25.594068,MVNCGT-0061-JLP174E3MMR000002_orig.stp
JLP174EKPSJ000,2020-05-18 07:22:25.845836,MVNCGT-0058-JLP174EKPSJ000002_orig.stp
JLP174EUNYF000,2020-05-18 07:22:26.063236,MVNCGT-0060-JLP174EUNYF000002_orig.stp
JLP174EUW6A000,2020-05-18 07:22:26.328126,MVNCGT-0062-JLP174EUW6A000002_orig.stp
JLP174EEM83000,2020-05-18 07:22:26.585683,MVNCGT-0063-JLP174EEM83000002_orig.stp
JLP174EH3JE000,2020-05-18 07:22:26.814333,MVNCGT-0053-JLP174EH3JE000002_orig.stp
JLP174E4FME000,2020-05-18 07:22:27.087936,MVNCGT-0055-JLP174E4FME000002_orig.stp
JLP174EZGJW000,2020-05-18 07:22:27.332045,MVNCGT-0052-JLP174EZGJW000002_orig.stp
JLP174EH142000,2020-05-18 07:22:27.590691,MVNCGT-0054-JLP174EH142000002_orig.stp
JLP174ENNN4000,2020-05-18 07:22:27.820900,MVNCGT-0056-JLP174ENNN4000002_orig.stp
JLP174ECEU5000,2020-05-18 07:22:28.102667,MVNCGT-0043-JLP174ECEU5000002_orig.sldprt
JLP174EY0CH000,2020-05-18 07:22:28.394146,MVNCGT-0042-JLP174EY0CH000001_orig.igs
JLP174F7GWW000,2020-05-18 07:22:28.612695,MVNCGT-0069-JLP174F7GWW000002_orig.stp
JLP174FMMF3000,2020-05-18 07:22:28.863770,MVNCGT-0065-JLP174FMMF3000002_orig.stp
JLP174F7U68000,2020-05-18 07:22:29.058457,MVNCGT-0066-JLP174F7U68000002_orig.stp
JLP174FFMX0000,2020-05-18 07:22:29.711609,MVNCGT-0067-JLP174FFMX0000002_orig.stp
JLP174G0Y1R000,2020-05-18 07:22:29.979197,MVNCGT-0072-JLP174G0Y1R000001_orig.SLDPRT
JLP174GWR6E000,2020-05-18 07:22:30.214642,MVNCGT-0071-JLP174GWR6E000001_orig.SLDPRT
JLP174G0J2D000,2020-05-18 07:22:30.469741,MVNCGT-0070-JLP174G0J2D000001_orig.SLDPRT
JLP174HBUMS000,2020-05-18 07:22:30.699004,MVNCGT-0076-JLP174HBUMS000002_orig.SLDPRT
JLP174HET9Z000,2020-05-18 07:22:30.928091,MVNCGT-0077-JLP174HET9Z000002_orig.SLDPRT
JLP174HJ7XY000,2020-05-18 07:22:31.185951,MVNCGT-0078-JLP174HJ7XY000002_orig.SLDPRT
JLP174H8AX5000,2020-05-18 07:22:31.417789,MVNCGT-0073-JLP174H8AX5000002_orig.igs
JLP174H8AX5001,2020-05-18 07:22:31.663225,MVNCGT-0073-JLP174H8AX5001001_orig.igs
JLP174H5LES000,2020-05-18 07:22:32.019723,MVNCGT-0080-JLP174H5LES000001_orig.iges
JLP174HL3MR000,2020-05-18 07:22:32.445756,MVNCGT-0081-JLP174HL3MR000001_orig.step
JLP174H6BKW000,2020-05-18 07:22:32.865228,MVNCGT-0074-JLP174H6BKW000002_orig.igs
JLP174J8GTE000,2020-05-18 07:22:33.074954,MVNCGT-0082-JLP174J8GTE000002_orig.step
JLP174KRZ97000,2020-05-18 07:22:33.381583,MVNCGT-0090-JLP174KRZ97000002_orig.STEP
JLP174KNTP2000,2020-05-18 07:22:33.696592,MVNCGT-0091-JLP174KNTP2000002_orig.step
JLP174KCN04000,2020-05-18 07:22:33.932089,MVNCGT-0088-JLP174KCN04000001_orig.SLDPRT
JLP174KZ86P000,2020-05-18 07:22:34.181369,MVNCGT-0089-JLP174KZ86P000002_orig.SLDPRT
JLP174KXMZ6000,2020-05-18 07:22:34.503667,MVNCGT-0094-JLP174KXMZ6000002_orig.igs
JLP174KXMZ6001,2020-05-18 07:22:34.791890,MVNCGT-0094-JLP174KXMZ6001002_orig.igs
JLP174K0CBB000,2020-05-18 07:22:35.090836,MVNCGT-0093-JLP174K0CBB000002_orig.STEP
JLP174KLTE1000,2020-05-18 07:22:35.321119,MVNCGT-0083-JLP174KLTE1000002_orig.xmt_txt
JLP174KLTE1001,2020-05-18 07:22:35.521160,MVNCGT-0083-JLP174KLTE1001002_orig.xmt_txt
JLP174KPYKC000,2020-05-18 07:22:35.757235,MVNCGT-0084-JLP174KPYKC000002_orig.xmt_txt
JLP174KPDL4000,2020-05-18 07:22:35.970237,MVNCGT-0085-JLP174KPDL4000002_orig.xmt_txt
JLP174K0GCG000,2020-05-18 07:22:36.186320,MVNCGT-0086-JLP174K0GCG000002_orig.xmt_txt
JLP174K8D33000,2020-05-18 07:22:37.069322,MVNCGT-0087-JLP174K8D33000002_orig.xmt_txt
JLP174MDRJR000,2020-05-18 07:22:37.317781,MVNCGT-0105-JLP174MDRJR000001_orig.x_t
JLP174L2UKW000,2020-05-18 07:22:37.620524,MVNCGT-0095-JLP174L2UKW000002_orig.stp
JLP174L2UKW001,2020-05-18 07:22:37.891798,MVNCGT-0095-JLP174L2UKW001001_orig.stp
JLP174L2UKW002,2020-05-18 07:22:38.131691,MVNCGT-0095-JLP174L2UKW002001_orig.stp
JLP174L2UKW003,2020-05-18 07:22:38.388006,MVNCGT-0095-JLP174L2UKW003001_orig.stp
JLP174L2UKW004,2020-05-18 07:22:38.617393,MVNCGT-0095-JLP174L2UKW004001_orig.stp
JLP174L2UKW005,2020-05-18 07:22:38.845781,MVNCGT-0095-JLP174L2UKW005001_orig.stp
JLP174LT7RB000,2020-05-18 07:22:39.030288,MVNCGT-0098-JLP174LT7RB000002_orig.x_t
JLP174LMXP9000,2020-05-18 07:22:39.240725,MVNCGT-0099-JLP174LMXP9000002_orig.x_t
JLP174LPT4C000,2020-05-18 07:22:39.489546,MVNCGT-0096-JLP174LPT4C000002_orig.x_t
JLP174LC89T000,2020-05-18 07:22:39.722922,MVNCGT-0097-JLP174LC89T000002_orig.xmt_txt
JLP174LHX78000,2020-05-18 07:22:39.981128,MVNCGT-0103-JLP174LHX78000002_orig.igs
JLP174L08HC000,2020-05-18 07:22:40.225492,MVNCGT-0104-JLP174L08HC000002_orig.stp
JLP174L2U8W000,2020-05-18 07:22:40.550782,MVNCGT-0102-JLP174L2U8W000001_orig.stp
JLP174L63CF000,2020-05-18 07:22:40.806233,MVNCGT-0101-JLP174L63CF000002_orig.stp
JLP174L6HRR000,2020-05-18 07:22:40.994912,MVNCGT-0100-JLP174L6HRR000002_orig.stp
JLP174MRSUP000,2020-05-18 07:22:41.262187,MVNCGT-0106-JLP174MRSUP000002_orig.stp
JLP174RNSSK000,2020-05-18 07:22:41.566370,MVNCGT-0107-JLP174RNSSK000002_orig.STEP
JLP174RNHYW000,2020-05-18 07:22:41.764933,MVNCGT-0109-JLP174RNHYW000002_orig.x_t
JLP174RYJCE000,2020-05-18 07:22:41.967842,MVNCGT-0108-JLP174RYJCE000002_orig.x_t
JLP174REC03000,2020-05-18 07:22:42.190347,MVNCGT-0115-JLP174REC03000001_orig.x_t
JLP174RSW7W001,2020-05-18 07:22:42.384803,MVNCGT-0114-JLP174RSW7W001001_orig.x_t
JLP174RG5HX000,2020-05-18 07:22:42.569309,MVNCGT-0116-JLP174RG5HX000002_orig.x_t
JLP174RF062000,2020-05-18 07:22:42.798981,MVNCGT-0111-JLP174RF062000002_orig.x_t
JLP174R4051000,2020-05-18 07:22:43.025364,MVNCGT-0112-JLP174R4051000002_orig.x_t
JLP174UX8E7000,2020-05-18 07:22:43.306893,MVNCGT-0122-JLP174UX8E7000002_orig.STEP
JLP174U7F75000,2020-05-18 07:22:43.562193,MVNCGT-0121-JLP174U7F75000002_orig.stp
JLP174X70W4000,2020-05-18 07:22:43.821710,MVNCGT-0138-JLP174X70W4000001_orig.x_t
JLP1751YAR7000,2020-05-18 07:22:44.082527,MVNCGT-0001-JLP1751YAR7000002_orig.step
JLP1752ETSZ000,2020-05-18 07:22:44.322922,MVNCGT-0002-JLP1752ETSZ000002_orig.igs
JLP1759X4S9000,2020-05-18 07:22:44.571367,MVNCGT-0003-JLP1759X4S9000002_orig.igs
JLP175CJ7ZZ000,2020-05-18 07:22:44.767841,MVNCGT-0062-JLP175CJ7ZZ000002_orig.stp
JLP175C5FXD000,2020-05-18 07:22:44.982329,MVNCGT-0063-JLP175C5FXD000002_orig.stp
JLP175C1REG000,2020-05-18 07:22:45.204749,MVNCGT-0055-JLP175C1REG000001_orig.stp
JLP175CRLNF000,2020-05-18 07:22:45.469511,MVNCGT-0064-JLP175CRLNF000002_orig.stp
JLP175CJTY6000,2020-05-18 07:22:45.724988,MVNCGT-0066-JLP175CJTY6000002_orig.stp
JLP175CBZNJ000,2020-05-18 07:22:45.983487,MVNCGT-0065-JLP175CBZNJ000002_orig.stp
JLP175CBRAJ000,2020-05-18 07:22:46.233875,MVNCGT-0056-JLP175CBRAJ000001_orig.stp
JLP175CGK77000,2020-05-18 07:22:46.506367,MVNCGT-0059-JLP175CGK77000002_orig.stp
JLP175CDMYT000,2020-05-18 07:22:46.724294,MVNCGT-0054-JLP175CDMYT000001_orig.stp
JLP175CKMZ8000,2020-05-18 07:22:46.926819,MVNCGT-0057-JLP175CKMZ8000002_orig.stp
JLP175C67MJ000,2020-05-18 07:22:47.128441,MVNCGT-0058-JLP175C67MJ000002_orig.stp
JLP175F6C3N000,2020-05-18 07:22:47.377757,MVNCGT-0067-JLP175F6C3N000002_orig.stp
JLP175FXSA1000,2020-05-18 07:22:47.605515,MVNCGT-0072-JLP175FXSA1000002_orig.stp
JLP175FTUH2000,2020-05-18 07:22:47.823931,MVNCGT-0073-JLP175FTUH2000002_orig.stp
JLP175F0A5B000,2020-05-18 07:22:48.070272,MVNCGT-0074-JLP175F0A5B000002_orig.stp
JLP175GBE8P000,2020-05-18 07:22:48.344538,MVNCGT-0092-JLP175GBE8P000001_orig.par
JLP175GBDRU000,2020-05-18 07:22:48.621795,MVNCGT-0094-JLP175GBDRU000001_orig.par
JLP175GM5HB000,2020-05-18 07:22:48.951911,MVNCGT-0093-JLP175GM5HB000001_orig.par
JLP175KED2H000,2020-05-18 07:22:49.183293,MVNCGT-0108-JLP175KED2H000002_orig.stp
JLP175K6299000,2020-05-18 07:22:49.393730,MVNCGT-0109-JLP175K6299000002_orig.stp
JLP175K6299001,2020-05-18 07:22:49.582289,MVNCGT-0109-JLP175K6299001001_orig.stp
JLP175K90F0000,2020-05-18 07:22:49.793724,MVNCGT-0106-JLP175K90F0000002_orig.stp
JLP175KH5Y9000,2020-05-18 07:22:50.000213,MVNCGT-0107-JLP175KH5Y9000002_orig.stp
JLP175KH5Y9001,2020-05-18 07:22:50.182332,MVNCGT-0107-JLP175KH5Y9001001_orig.stp
JLP175PTMAR000,2020-05-18 07:22:50.397858,MVNCGT-0110-JLP175PTMAR000002_orig.stp
JLP175PN90U001,2020-05-18 07:22:50.840884,MVNCGT-0111-JLP175PN90U001002_orig.stp
JLP175PN90U000,2020-05-18 07:22:51.241811,MVNCGT-0111-JLP175PN90U000002_orig.stp
JLP175PN90U002,2020-05-18 07:22:51.630339,MVNCGT-0111-JLP175PN90U002002_orig.stp
JLP175PN90U003,2020-05-18 07:22:52.160988,MVNCGT-0111-JLP175PN90U003002_orig.stp
JLP175X7H8D000,2020-05-18 07:22:52.410470,MVNCGT-0135-JLP175X7H8D000001_orig.stp
JLP175X7H8D001,2020-05-18 07:22:52.640928,MVNCGT-0135-JLP175X7H8D001001_orig.stp
JLP175X7H8D002,2020-05-18 07:22:52.848428,MVNCGT-0135-JLP175X7H8D002001_orig.stp
JLP175XP35X000,2020-05-18 07:22:53.127784,MVNCGT-0134-JLP175XP35X000001_orig.sldprt
JLP175XH8AE019,2020-05-18 07:22:53.675354,MVNCGT-0131-JLP175XH8AE019002_orig.stp
JLP175XH8AE00Z,2020-05-18 07:22:54.187779,MVNCGT-0131-JLP175XH8AE00Z002_orig.stp
JLP175XH8AE011,2020-05-18 07:22:54.674592,MVNCGT-0131-JLP175XH8AE011001_orig.stp
JLP175XH8AE01B,2020-05-18 07:22:55.121464,MVNCGT-0131-JLP175XH8AE01B002_orig.stp
JLP175XH8AE017,2020-05-18 07:22:55.547384,MVNCGT-0131-JLP175XH8AE017002_orig.stp
JLP175XH8AE01A,2020-05-18 07:22:55.989705,MVNCGT-0131-JLP175XH8AE01A002_orig.stp
JLP175XH8AE016,2020-05-18 07:22:56.432694,MVNCGT-0131-JLP175XH8AE016002_orig.stp
JLP175XH8AE00M,2020-05-18 07:22:56.891385,MVNCGT-0131-JLP175XH8AE00M002_orig.stp
JLP175XH8AE01C,2020-05-18 07:22:57.425955,MVNCGT-0131-JLP175XH8AE01C001_orig.stp
JLP175XH8AE013,2020-05-18 07:22:57.950551,MVNCGT-0131-JLP175XH8AE013002_orig.stp
JLP175XH8AE00P,2020-05-18 07:22:58.449217,MVNCGT-0131-JLP175XH8AE00P001_orig.stp
JLP175XH8AE010,2020-05-18 07:22:58.945030,MVNCGT-0131-JLP175XH8AE010001_orig.stp
JLP175XH8AE00A,2020-05-18 07:22:59.404286,MVNCGT-0131-JLP175XH8AE00A001_orig.stp
JLP175XH8AE009,2020-05-18 07:22:59.857076,MVNCGT-0131-JLP175XH8AE009001_orig.stp
JLP175XH8AE008,2020-05-18 07:23:00.295921,MVNCGT-0131-JLP175XH8AE008001_orig.stp
JLP175XH8AE007,2020-05-18 07:23:00.786711,MVNCGT-0131-JLP175XH8AE007001_orig.stp
JLP175XH8AE006,2020-05-18 07:23:01.329259,MVNCGT-0131-JLP175XH8AE006001_orig.stp
JLP175XH8AE00K,2020-05-18 07:23:01.797064,MVNCGT-0131-JLP175XH8AE00K001_orig.stp
JLP175XH8AE00W,2020-05-18 07:23:02.257945,MVNCGT-0131-JLP175XH8AE00W001_orig.stp
JLP175XH8AE00J,2020-05-18 07:23:02.712727,MVNCGT-0131-JLP175XH8AE00J001_orig.stp
JLP175XH8AE00R,2020-05-18 07:23:03.423825,MVNCGT-0131-JLP175XH8AE00R001_orig.stp
JLP175XH8AE00X,2020-05-18 07:23:03.913611,MVNCGT-0131-JLP175XH8AE00X001_orig.stp
JLP175XH8AE00U,2020-05-18 07:23:04.349439,MVNCGT-0131-JLP175XH8AE00U001_orig.stp
JLP175XH8AE00N,2020-05-18 07:23:04.887003,MVNCGT-0131-JLP175XH8AE00N001_orig.stp
JLP175XH8AE00Y,2020-05-18 07:23:05.841831,MVNCGT-0131-JLP175XH8AE00Y001_orig.stp
JLP175XH8AE014,2020-05-18 07:23:06.990778,MVNCGT-0131-JLP175XH8AE014001_orig.stp
JLP175XH8AE005,2020-05-18 07:23:08.043100,MVNCGT-0131-JLP175XH8AE005001_orig.stp
JLP175XH8AE004,2020-05-18 07:23:09.229244,MVNCGT-0131-JLP175XH8AE004001_orig.stp
JLP175XH8AE003,2020-05-18 07:23:10.440618,MVNCGT-0131-JLP175XH8AE003001_orig.stp
JLP175XH8AE002,2020-05-18 07:23:11.313443,MVNCGT-0131-JLP175XH8AE002001_orig.stp
JLP175XH8AE001,2020-05-18 07:23:11.937838,MVNCGT-0131-JLP175XH8AE001001_orig.stp
JLP175XH8AE000,2020-05-18 07:23:12.535239,MVNCGT-0131-JLP175XH8AE000001_orig.stp
JLP175XH8AE00L,2020-05-18 07:23:13.115686,MVNCGT-0131-JLP175XH8AE00L001_orig.stp
JLP175XH8AE01D,2020-05-18 07:23:13.656746,MVNCGT-0131-JLP175XH8AE01D001_orig.stp
JLP175XH8AE00D,2020-05-18 07:23:14.177353,MVNCGT-0131-JLP175XH8AE00D001_orig.stp
JLP175XH8AE00E,2020-05-18 07:23:14.666051,MVNCGT-0131-JLP175XH8AE00E001_orig.stp
JLP175XH8AE00F,2020-05-18 07:23:15.138785,MVNCGT-0131-JLP175XH8AE00F001_orig.stp
JLP175XH8AE00C,2020-05-18 07:23:15.624486,MVNCGT-0131-JLP175XH8AE00C001_orig.stp
JLP175XH8AE00G,2020-05-18 07:23:16.085657,MVNCGT-0131-JLP175XH8AE00G001_orig.stp
JLP175XH8AE00B,2020-05-18 07:23:16.532460,MVNCGT-0131-JLP175XH8AE00B001_orig.stp
JLP175XH8AE012,2020-05-18 07:23:17.024410,MVNCGT-0131-JLP175XH8AE012001_orig.stp
JLP175XH8AE00T,2020-05-18 07:23:17.482648,MVNCGT-0131-JLP175XH8AE00T001_orig.stp
JLP175XH8AE015,2020-05-18 07:23:17.982887,MVNCGT-0131-JLP175XH8AE015001_orig.stp
JLP175XH8AE018,2020-05-18 07:23:18.485611,MVNCGT-0131-JLP175XH8AE018001_orig.stp
JLP175XH8AE00S,2020-05-18 07:23:18.968775,MVNCGT-0131-JLP175XH8AE00S001_orig.stp
JLP175XH8AE00H,2020-05-18 07:23:19.506756,MVNCGT-0131-JLP175XH8AE00H001_orig.stp
JLP175XPHED000,2020-05-18 07:23:19.720186,MVNCGT-0129-JLP175XPHED000002_orig.X_T
JLP175X4294000,2020-05-18 07:23:19.929627,MVNCGT-0130-JLP175X4294000002_orig.X_T
JLP175XXZ9D000,2020-05-18 07:23:20.168985,MVNCGT-0127-JLP175XXZ9D000002_orig.X_T
JLP175X86M0000,2020-05-18 07:23:20.387400,MVNCGT-0128-JLP175X86M0000002_orig.X_T
JLP175X481R000,2020-05-18 07:23:20.601827,MVNCGT-0133-JLP175X481R000002_orig.jt
JLP175XJDBX000,2020-05-18 07:23:20.897035,MVNCGT-0125-JLP175XJDBX000001_orig.SLDPRT
JLP175X9F97000,2020-05-18 07:23:21.140385,MVNCGT-0126-JLP175X9F97000002_orig.SLDPRT
JLP175X1N4M000,2020-05-18 07:23:21.412656,MVNCGT-0144-JLP175X1N4M000002_orig.stp
JLP175X1N4M001,2020-05-18 07:23:21.679942,MVNCGT-0144-JLP175X1N4M001001_orig.stp
JLP175X2CGR000,2020-05-18 07:23:21.927355,MVNCGT-0140-JLP175X2CGR000001_orig.stp
JLP175X2CGR001,2020-05-18 07:23:22.119856,MVNCGT-0140-JLP175X2CGR001001_orig.stp
JLP175XGN1E000,2020-05-18 07:23:22.360189,MVNCGT-0149-JLP175XGN1E000001_orig.stp
JLP175XGN1E001,2020-05-18 07:23:22.595558,MVNCGT-0149-JLP175XGN1E001001_orig.stp
JLP175XGN1E002,2020-05-18 07:23:22.797020,MVNCGT-0149-JLP175XGN1E002001_orig.stp
JLP175XRAET000,2020-05-18 07:23:23.038373,MVNCGT-0141-JLP175XRAET000001_orig.stp
JLP175XRAET001,2020-05-18 07:23:23.266763,MVNCGT-0141-JLP175XRAET001001_orig.stp
JLP175XRAET002,2020-05-18 07:23:23.478221,MVNCGT-0141-JLP175XRAET002001_orig.stp
JLP175XAL5P000,2020-05-18 07:23:23.736507,MVNCGT-0150-JLP175XAL5P000002_orig.stp
JLP175XAL5P001,2020-05-18 07:23:23.968884,MVNCGT-0150-JLP175XAL5P001001_orig.stp
JLP175XAL5P002,2020-05-18 07:23:24.188297,MVNCGT-0150-JLP175XAL5P002001_orig.stp
JLP175XWG2H000,2020-05-18 07:23:24.449598,MVNCGT-0145-JLP175XWG2H000001_orig.stp
JLP175XWG2H001,2020-05-18 07:23:24.667016,MVNCGT-0145-JLP175XWG2H001001_orig.stp
JLP175XWG2H002,2020-05-18 07:23:24.872467,MVNCGT-0145-JLP175XWG2H002001_orig.stp
JLP175XA751000,2020-05-18 07:23:25.114819,MVNCGT-0148-JLP175XA751000001_orig.stp
JLP175XA751001,2020-05-18 07:23:25.464881,MVNCGT-0148-JLP175XA751001001_orig.stp
JLP175X5CRK000,2020-05-18 07:23:25.711223,MVNCGT-0146-JLP175X5CRK000001_orig.stp
JLP175X5CRK001,2020-05-18 07:23:25.939611,MVNCGT-0146-JLP175X5CRK001001_orig.stp
JLP175XPC56000,2020-05-18 07:23:26.155035,MVNCGT-0138-JLP175XPC56000001_orig.stp
JLP175XMRM4000,2020-05-18 07:23:26.367467,MVNCGT-0143-JLP175XMRM4000001_orig.stp
JLP175XG1FC000,2020-05-18 07:23:26.592864,MVNCGT-0147-JLP175XG1FC000001_orig.stp
JLP175XU494000,2020-05-18 07:23:26.796319,MVNCGT-0137-JLP175XU494000002_orig.stp
JLP175XL1UT000,2020-05-18 07:23:26.991797,MVNCGT-0139-JLP175XL1UT000001_orig.stp
JLP175XPBHH000,2020-05-18 07:23:27.209215,MVNCGT-0142-JLP175XPBHH000001_orig.stp
JLP175XPBHH001,2020-05-18 07:23:27.408682,MVNCGT-0142-JLP175XPBHH001001_orig.stp
JLP175XPBHH002,2020-05-18 07:23:27.603161,MVNCGT-0142-JLP175XPBHH002001_orig.stp
JLP175XX02H000,2020-05-18 07:23:27.854488,MVNCGT-0151-JLP175XX02H000002_orig.STEP
JLP175XWHSF000,2020-05-18 07:23:28.126760,MVNCGT-0132-JLP175XWHSF000002_orig.STEP
JLP175XNJ46000,2020-05-18 07:23:28.408008,MVNCGT-0136-JLP175XNJ46000001_orig.SLDPRT
JLP175Y4YYG000,2020-05-18 07:23:28.802951,MVNCGT-0158-JLP175Y4YYG000002_orig.SLDPRT
JLP175Y35NR000,2020-05-18 07:23:29.080210,MVNCGT-0159-JLP175Y35NR000002_orig.SLDPRT
JLP175YTLAT000,2020-05-18 07:23:29.358465,MVNCGT-0160-JLP175YTLAT000001_orig.SLDPRT
JLP175YZKWU000,2020-05-18 07:23:29.580870,MVNCGT-0155-JLP175YZKWU000002_orig.jt
JLP175YD2KN000,2020-05-18 07:23:29.782332,MVNCGT-0156-JLP175YD2KN000002_orig.jt
JLP175YWMDZ000,2020-05-18 07:23:30.007728,MVNCGT-0157-JLP175YWMDZ000002_orig.jt
JLP175YW3WT000,2020-05-18 07:23:30.269029,MVNCGT-0153-JLP175YW3WT000002_orig.SLDPRT
JLP175ZR635000,2020-05-18 07:23:30.624079,MVNCGT-0161-JLP175ZR635000002_orig.SLDPRT
JLP175Z0XN6000,2020-05-18 07:23:30.969156,MVNCGT-0166-JLP175Z0XN6000002_orig.SLDPRT
JLP175Z6EUZ000,2020-05-18 07:23:31.218489,MVNCGT-0164-JLP175Z6EUZ000002_orig.SLDPRT
JLP175Z507W000,2020-05-18 07:23:31.492755,MVNCGT-0165-JLP175Z507W000002_orig.SLDPRT
JLP175ZTXJ2000,2020-05-18 07:23:31.789960,MVNCGT-0168-JLP175ZTXJ2000002_orig.SLDPRT
JLP175ZAFHD000,2020-05-18 07:23:32.138029,MVNCGT-0167-JLP175ZAFHD000002_orig.SLDPRT
JLP17614NYP000,2020-05-18 07:23:32.396338,MVNCGT-0001-JLP17614NYP000002_orig.stp
JLP1761N100000,2020-05-18 07:23:32.706016,MVNCGT-0003-JLP1761N100000002_orig.stp
JLP17612XH6000,2020-05-18 07:23:32.990256,MVNCGT-0002-JLP17612XH6000001_orig.stp
JLP1762A0JN000,2020-05-18 07:23:33.213658,MVNCGT-0027-JLP1762A0JN000001_orig.xmt_txt
JLP17621N75000,2020-05-18 07:23:33.488921,MVNCGT-0028-JLP17621N75000002_orig.stp
JLP1762L2ZF000,2020-05-18 07:23:33.690382,MVNCGT-0020-JLP1762L2ZF000001_orig.x_t
JLP1766ALEY000,2020-05-18 07:23:33.928745,MVNCGT-0040-JLP1766ALEY000001_orig.stp
JLP17651ZPL000,2020-05-18 07:23:34.150153,MVNCGT-0036-JLP17651ZPL000002_orig.stp
JLP1766SDR1000,2020-05-18 07:23:34.373556,MVNCGT-0038-JLP1766SDR1000002_orig.x_t
JLP1766HGKN000,2020-05-18 07:23:34.572023,MVNCGT-0039-JLP1766HGKN000002_orig.x_t
JLP1765RJC4000,2020-05-18 07:23:34.774482,MVNCGT-0037-JLP1765RJC4000001_orig.x_t
JLP1765RJ40000,2020-05-18 07:23:35.010850,MVNCGT-0034-JLP1765RJ40000001_orig.SLDPRT
JLP1765H0RN000,2020-05-18 07:23:35.255196,MVNCGT-0035-JLP1765H0RN000002_orig.STEP
JLP17655R7B000,2020-05-18 07:23:35.523478,MVNCGT-0033-JLP17655R7B000002_orig.SLDPRT
JLP17659HFF000,2020-05-18 07:23:35.727932,MVNCGT-0031-JLP17659HFF000001_orig.stp
JLP17660GNC000,2020-05-18 07:23:35.972277,MVNCGT-0049-JLP17660GNC000002_orig.stp
JLP1766XG9N000,2020-05-18 07:23:36.230586,MVNCGT-0050-JLP1766XG9N000002_orig.stp
JLP1766KTHS000,2020-05-18 07:23:36.492690,MVNCGT-0063-JLP1766KTHS000002_orig.sldprt
JLP1766FBED000,2020-05-18 07:23:36.778924,MVNCGT-0064-JLP1766FBED000002_orig.SLDPRT
JLP1766YUBT000,2020-05-18 07:23:37.014294,MVNCGT-0046-JLP1766YUBT000002_orig.sldprt
JLP1766C380000,2020-05-18 07:23:37.229717,MVNCGT-0051-JLP1766C380000002_orig.X_T
JLP1766FGNH000,2020-05-18 07:23:37.479056,MVNCGT-0054-JLP1766FGNH000002_orig.STEP
JLP176689D1000,2020-05-18 07:23:37.683511,MVNCGT-0053-JLP176689D1000002_orig.STEP
JLP17660ZR8000,2020-05-18 07:23:37.953787,MVNCGT-0052-JLP17660ZR8000003_orig.SLDPRT
